"source","target","vol","no","timeset"
"1142","1437","7","5","1985-03-21T00:00:00"
"756","3040","7","5","1985-03-21T00:00:00"
"756","949","7","5","1985-03-21T00:00:00"
"756","3041","7","5","1985-03-21T00:00:00"
"756","3042","7","5","1985-03-21T00:00:00"
"767","3043","7","5","1985-03-21T00:00:00"
"767","3044","7","5","1985-03-21T00:00:00"
"2147","3045","7","5","1985-03-21T00:00:00"
"2147","3046","7","5","1985-03-21T00:00:00"
"2147","3046","7","5","1985-03-21T00:00:00"
"2147","3047","7","5","1985-03-21T00:00:00"
"1026","3048","7","5","1985-03-21T00:00:00"
"1026","3049","7","5","1985-03-21T00:00:00"
"1026","3050","7","5","1985-03-21T00:00:00"
"1026","1513","7","5","1985-03-21T00:00:00"
"243","3051","7","5","1985-03-21T00:00:00"
"243","3052","7","5","1985-03-21T00:00:00"
"243","3053","7","5","1985-03-21T00:00:00"
"243","565","7","5","1985-03-21T00:00:00"
"208","3054","7","5","1985-03-21T00:00:00"
"178","3055","7","5","1985-03-21T00:00:00"
"178","3056","7","5","1985-03-21T00:00:00"
"178","3057","7","5","1985-03-21T00:00:00"
"178","3058","7","5","1985-03-21T00:00:00"
"178","3059","7","5","1985-03-21T00:00:00"
"616","3060","7","5","1985-03-21T00:00:00"
"616","3061","7","5","1985-03-21T00:00:00"
"616","3062","7","5","1985-03-21T00:00:00"
"616","2830","7","5","1985-03-21T00:00:00"
"1229","3063","7","5","1985-03-21T00:00:00"
"1229","3064","7","5","1985-03-21T00:00:00"
"1229","3065","7","5","1985-03-21T00:00:00"
"1013","3066","7","5","1985-03-21T00:00:00"
"1013","3067","7","5","1985-03-21T00:00:00"
"1013","3067","7","5","1985-03-21T00:00:00"
"1013","3068","7","5","1985-03-21T00:00:00"
"3069","3070","7","6","1985-04-04T00:00:00"
"1988","3071","7","6","1985-04-04T00:00:00"
"1","773","7","6","1985-04-04T00:00:00"
"773","3072","7","6","1985-04-04T00:00:00"
"1822","226","7","6","1985-04-04T00:00:00"
"1822","3073","7","6","1985-04-04T00:00:00"
"1822","3074","7","6","1985-04-04T00:00:00"
"1822","3075","7","6","1985-04-04T00:00:00"
"1822","3076","7","6","1985-04-04T00:00:00"
"1822","3077","7","6","1985-04-04T00:00:00"
"467","3078","7","6","1985-04-04T00:00:00"
"2096","3079","7","6","1985-04-04T00:00:00"
"2964","3080","7","6","1985-04-04T00:00:00"
"2964","3081","7","6","1985-04-04T00:00:00"
"2964","3082","7","6","1985-04-04T00:00:00"
"3083","3084","7","6","1985-04-04T00:00:00"
"3083","3085","7","6","1985-04-04T00:00:00"
"3083","983","7","6","1985-04-04T00:00:00"
"3086","3087","7","6","1985-04-04T00:00:00"
"3086","3088","7","6","1985-04-04T00:00:00"
"3086","3089","7","6","1985-04-04T00:00:00"
"3086","3090","7","6","1985-04-04T00:00:00"
"616","3091","7","6","1985-04-04T00:00:00"
"969","3092","7","6","1985-04-04T00:00:00"
"375","3093","7","6","1985-04-04T00:00:00"
"2315","441","7","7","1985-04-18T00:00:00"
"3094","3095","7","7","1985-04-18T00:00:00"
"3096","3097","7","7","1985-04-18T00:00:00"
"1495","2964","7","7","1985-04-18T00:00:00"
"1495","3098","7","7","1985-04-18T00:00:00"
"1495","3099","7","7","1985-04-18T00:00:00"
"1495","3100","7","7","1985-04-18T00:00:00"
"1746","3101","7","7","1985-04-18T00:00:00"
"1746","3102","7","7","1985-04-18T00:00:00"
"219","1548","7","7","1985-04-18T00:00:00"
"2236","3103","7","7","1985-04-18T00:00:00"
"311","653","7","7","1985-04-18T00:00:00"
"568","3104","7","7","1985-04-18T00:00:00"
"568","3105","7","7","1985-04-18T00:00:00"
"1895","3106","7","7","1985-04-18T00:00:00"
"1895","3107","7","7","1985-04-18T00:00:00"
"2715","3108","7","7","1985-04-18T00:00:00"
"2715","3109","7","7","1985-04-18T00:00:00"
"2715","3110","7","7","1985-04-18T00:00:00"
"544","3111","7","7","1985-04-18T00:00:00"
"260","3112","7","7","1985-04-18T00:00:00"
"260","1572","7","7","1985-04-18T00:00:00"
"260","918","7","7","1985-04-18T00:00:00"
"260","3113","7","7","1985-04-18T00:00:00"
"2580","841","7","7","1985-04-18T00:00:00"
"38","3114","7","7","1985-04-18T00:00:00"
"38","3115","7","7","1985-04-18T00:00:00"
"38","3116","7","7","1985-04-18T00:00:00"
"3117","3118","7","8","1985-05-02T00:00:00"
"3117","3119","7","8","1985-05-02T00:00:00"
"3117","3120","7","8","1985-05-02T00:00:00"
"111","1905","7","8","1985-05-02T00:00:00"
"111","513","7","8","1985-05-02T00:00:00"
"3017","3121","7","8","1985-05-02T00:00:00"
"3017","3122","7","8","1985-05-02T00:00:00"
"737","3123","7","8","1985-05-02T00:00:00"
"3124","2490","7","8","1985-05-02T00:00:00"
"3125","3126","7","8","1985-05-02T00:00:00"
"3125","3127","7","8","1985-05-02T00:00:00"
"3128","3129","7","8","1985-05-02T00:00:00"
"3128","3130","7","8","1985-05-02T00:00:00"
"3128","3131","7","8","1985-05-02T00:00:00"
"3132","3133","7","8","1985-05-02T00:00:00"
"3132","3134","7","8","1985-05-02T00:00:00"
"3135","3136","7","8","1985-05-02T00:00:00"
"3135","3137","7","8","1985-05-02T00:00:00"
"3135","2595","7","8","1985-05-02T00:00:00"
"3135","3138","7","8","1985-05-02T00:00:00"
"438","832","7","8","1985-05-02T00:00:00"
"438","832","7","8","1985-05-02T00:00:00"
"1","3139","7","8","1985-05-02T00:00:00"
"1","3140","7","8","1985-05-02T00:00:00"
"1","3141","7","8","1985-05-02T00:00:00"
"1","3141","7","8","1985-05-02T00:00:00"
"2992","2446","7","8","1985-05-02T00:00:00"
"2992","2446","7","8","1985-05-02T00:00:00"
"2992","2668","7","8","1985-05-02T00:00:00"
"2992","3142","7","8","1985-05-02T00:00:00"
"2992","3143","7","8","1985-05-02T00:00:00"
"2992","3144","7","8","1985-05-02T00:00:00"
"2992","3145","7","8","1985-05-02T00:00:00"
"109","3146","7","9","1985-05-23T00:00:00"
"358","1034","7","9","1985-05-23T00:00:00"
"1","3147","7","9","1985-05-23T00:00:00"
"89","3148","7","9","1985-05-23T00:00:00"
"89","3149","7","9","1985-05-23T00:00:00"
"2201","3150","7","9","1985-05-23T00:00:00"
"2201","822","7","9","1985-05-23T00:00:00"
"2200","3151","7","9","1985-05-23T00:00:00"
"2200","3152","7","9","1985-05-23T00:00:00"
"1988","3153","7","9","1985-05-23T00:00:00"
"2133","3154","7","9","1985-05-23T00:00:00"
"2133","3155","7","9","1985-05-23T00:00:00"
"2133","3156","7","9","1985-05-23T00:00:00"
"2133","3157","7","9","1985-05-23T00:00:00"
"2133","3158","7","9","1985-05-23T00:00:00"
"2194","1582","7","9","1985-05-23T00:00:00"
"2194","1582","7","9","1985-05-23T00:00:00"
"3159","1366","7","9","1985-05-23T00:00:00"
"3160","3161","7","9","1985-05-23T00:00:00"
"3160","3162","7","9","1985-05-23T00:00:00"
"426","3163","7","9","1985-05-23T00:00:00"
"426","3164","7","9","1985-05-23T00:00:00"
"426","3165","7","9","1985-05-23T00:00:00"
"2034","3166","7","9","1985-05-23T00:00:00"
"616","289","7","9","1985-05-23T00:00:00"
"616","3167","7","9","1985-05-23T00:00:00"
"616","3167","7","9","1985-05-23T00:00:00"
"616","3168","7","9","1985-05-23T00:00:00"
"616","2708","7","9","1985-05-23T00:00:00"
"3169","427","7","9","1985-05-23T00:00:00"
"3169","3170","7","9","1985-05-23T00:00:00"
"3169","3171","7","9","1985-05-23T00:00:00"
"3172","3173","7","9","1985-05-23T00:00:00"
"3172","3174","7","9","1985-05-23T00:00:00"
"83","3175","7","9","1985-05-23T00:00:00"
"1013","3176","7","10","1985-06-06T00:00:00"
"1013","3176","7","10","1985-06-06T00:00:00"
"58","2236","7","10","1985-06-06T00:00:00"
"58","3177","7","10","1985-06-06T00:00:00"
"976","117","7","10","1985-06-06T00:00:00"
"3178","3179","7","10","1985-06-06T00:00:00"
"21","3180","7","10","1985-06-06T00:00:00"
"21","3181","7","10","1985-06-06T00:00:00"
"21","3182","7","10","1985-06-06T00:00:00"
"21","3183","7","10","1985-06-06T00:00:00"
"21","3184","7","10","1985-06-06T00:00:00"
"21","3185","7","10","1985-06-06T00:00:00"
"21","23","7","10","1985-06-06T00:00:00"
"7","159","7","10","1985-06-06T00:00:00"
"827","3186","7","10","1985-06-06T00:00:00"
"2590","3187","7","10","1985-06-06T00:00:00"
"2590","3188","7","10","1985-06-06T00:00:00"
"2590","3189","7","10","1985-06-06T00:00:00"
"2590","2768","7","10","1985-06-06T00:00:00"
"2590","3190","7","10","1985-06-06T00:00:00"
"3191","354","7","10","1985-06-06T00:00:00"
"3191","3192","7","10","1985-06-06T00:00:00"
"3193","3194","7","10","1985-06-06T00:00:00"
"2964","796","7","10","1985-06-06T00:00:00"
"2964","1489","7","10","1985-06-06T00:00:00"
"2964","87","7","10","1985-06-06T00:00:00"
"1335","15","7","10","1985-06-06T00:00:00"
"756","753","7","11","1985-06-20T00:00:00"
"756","3195","7","11","1985-06-20T00:00:00"
"756","3196","7","11","1985-06-20T00:00:00"
"756","3197","7","11","1985-06-20T00:00:00"
"756","3198","7","11","1985-06-20T00:00:00"
"756","471","7","11","1985-06-20T00:00:00"
"756","3199","7","11","1985-06-20T00:00:00"
"756","3200","7","11","1985-06-20T00:00:00"
"756","3201","7","11","1985-06-20T00:00:00"
"756","3202","7","11","1985-06-20T00:00:00"
"756","3203","7","11","1985-06-20T00:00:00"
"3204","2770","7","11","1985-06-20T00:00:00"
"3205","2736","7","11","1985-06-20T00:00:00"
"1139","3206","7","11","1985-06-20T00:00:00"
"1044","2379","7","11","1985-06-20T00:00:00"
"68","3207","7","11","1985-06-20T00:00:00"
"2356","3208","7","11","1985-06-20T00:00:00"
"2356","3209","7","11","1985-06-20T00:00:00"
"1","1335","7","11","1985-06-20T00:00:00"
"133","320","7","11","1985-06-20T00:00:00"
"17","3210","7","11","1985-06-20T00:00:00"
"3169","1943","7","11","1985-06-20T00:00:00"
"3169","3211","7","11","1985-06-20T00:00:00"
"3169","3212","7","11","1985-06-20T00:00:00"
"3169","3213","7","11","1985-06-20T00:00:00"
"3169","3214","7","11","1985-06-20T00:00:00"
"260","3215","7","12","1985-07-04T00:00:00"
"260","3216","7","12","1985-07-04T00:00:00"
"156","3217","7","12","1985-07-04T00:00:00"
"2580","810","7","12","1985-07-04T00:00:00"
"2580","1465","7","12","1985-07-04T00:00:00"
"2580","49","7","12","1985-07-04T00:00:00"
"3102","1644","7","12","1985-07-04T00:00:00"
"1","3218","7","12","1985-07-04T00:00:00"
"1","3","7","12","1985-07-04T00:00:00"
"1","3219","7","12","1985-07-04T00:00:00"
"2147","3220","7","12","1985-07-04T00:00:00"
"2147","1139","7","12","1985-07-04T00:00:00"
"2505","3221","7","12","1985-07-04T00:00:00"
"3222","3223","7","12","1985-07-04T00:00:00"
"243","3224","7","12","1985-07-04T00:00:00"
"243","3225","7","12","1985-07-04T00:00:00"
"243","3226","7","12","1985-07-04T00:00:00"
"243","3227","7","12","1985-07-04T00:00:00"
"1021","362","7","12","1985-07-04T00:00:00"
"1026","3228","7","12","1985-07-04T00:00:00"
"3229","3230","7","12","1985-07-04T00:00:00"
"1290","3231","7","12","1985-07-04T00:00:00"
"1290","3232","7","12","1985-07-04T00:00:00"
"1290","1659","7","12","1985-07-04T00:00:00"
"1290","3233","7","12","1985-07-04T00:00:00"
"1290","3234","7","12","1985-07-04T00:00:00"
"1290","3235","7","12","1985-07-04T00:00:00"
"3025","3236","7","13","1985-07-18T00:00:00"
"3025","3237","7","13","1985-07-18T00:00:00"
"3025","3238","7","13","1985-07-18T00:00:00"
"3025","3239","7","13","1985-07-18T00:00:00"
"3025","3240","7","13","1985-07-18T00:00:00"
"3017","579","7","13","1985-07-18T00:00:00"
"3017","3241","7","13","1985-07-18T00:00:00"
"1988","3242","7","13","1985-07-18T00:00:00"
"1988","3243","7","13","1985-07-18T00:00:00"
"2267","2511","7","13","1985-07-18T00:00:00"
"3244","68","7","13","1985-07-18T00:00:00"
"3244","428","7","13","1985-07-18T00:00:00"
"3244","2038","7","13","1985-07-18T00:00:00"
"3244","3245","7","13","1985-07-18T00:00:00"
"1822","1367","7","13","1985-07-18T00:00:00"
"2964","3246","7","13","1985-07-18T00:00:00"
"2964","3247","7","13","1985-07-18T00:00:00"
"616","3248","7","13","1985-07-18T00:00:00"
"616","3249","7","13","1985-07-18T00:00:00"
"616","3250","7","13","1985-07-18T00:00:00"
"616","3251","7","13","1985-07-18T00:00:00"
"427","2494","7","13","1985-07-18T00:00:00"
"427","784","7","13","1985-07-18T00:00:00"
"427","3252","7","13","1985-07-18T00:00:00"
"427","3253","7","13","1985-07-18T00:00:00"
"427","3254","7","13","1985-07-18T00:00:00"
"3255","3256","7","13","1985-07-18T00:00:00"
"3257","3258","7","13","1985-07-18T00:00:00"
"544","420","7","13","1985-07-18T00:00:00"
"544","3259","7","13","1985-07-18T00:00:00"
"1315","3260","7","14","1985-08-01T00:00:00"
"1315","1353","7","14","1985-08-01T00:00:00"
"3261","3262","7","14","1985-08-01T00:00:00"
"3254","3263","7","14","1985-08-01T00:00:00"
"3254","3263","7","14","1985-08-01T00:00:00"
"3254","3264","7","14","1985-08-01T00:00:00"
"3191","3265","7","14","1985-08-01T00:00:00"
"3191","3266","7","14","1985-08-01T00:00:00"
"3191","3267","7","14","1985-08-01T00:00:00"
"2505","3268","7","14","1985-08-01T00:00:00"
"2505","3269","7","14","1985-08-01T00:00:00"
"38","3270","7","14","1985-08-01T00:00:00"
"38","3271","7","14","1985-08-01T00:00:00"
"15","753","7","14","1985-08-01T00:00:00"
"2034","3272","7","14","1985-08-01T00:00:00"
"2034","3273","7","14","1985-08-01T00:00:00"
"2034","996","7","14","1985-08-01T00:00:00"
"2034","3274","7","14","1985-08-01T00:00:00"
"3275","3276","7","14","1985-08-01T00:00:00"
"3275","3277","7","14","1985-08-01T00:00:00"
"3275","3278","7","14","1985-08-01T00:00:00"
"467","3279","7","14","1985-08-01T00:00:00"
"467","3269","7","14","1985-08-01T00:00:00"
"467","3269","7","14","1985-08-01T00:00:00"
"467","289","7","14","1985-08-01T00:00:00"
"467","291","7","14","1985-08-01T00:00:00"
"467","1188","7","14","1985-08-01T00:00:00"
"467","1188","7","14","1985-08-01T00:00:00"
"467","298","7","14","1985-08-01T00:00:00"
"616","3280","7","14","1985-08-01T00:00:00"
"616","3281","7","14","1985-08-01T00:00:00"
"616","3282","7","14","1985-08-01T00:00:00"
"2580","3283","7","14","1985-08-01T00:00:00"
"3191","354","7","15","1985-09-05T00:00:00"
"1238","3284","7","15","1985-09-05T00:00:00"
"3169","3285","7","15","1985-09-05T00:00:00"
"3169","3286","7","15","1985-09-05T00:00:00"
"3169","1115","7","15","1985-09-05T00:00:00"
"3169","3287","7","15","1985-09-05T00:00:00"
"2774","2763","7","15","1985-09-05T00:00:00"
"2774","3288","7","15","1985-09-05T00:00:00"
"7","1182","7","15","1985-09-05T00:00:00"
"2715","2451","7","15","1985-09-05T00:00:00"
"2715","3289","7","15","1985-09-05T00:00:00"
"3","2731","7","15","1985-09-05T00:00:00"
"38","3290","7","15","1985-09-05T00:00:00"
"38","3290","7","15","1985-09-05T00:00:00"
"38","3290","7","15","1985-09-05T00:00:00"
"38","3291","7","15","1985-09-05T00:00:00"
"3292","9","7","15","1985-09-05T00:00:00"
"3292","3293","7","15","1985-09-05T00:00:00"
"2147","58","7","15","1985-09-05T00:00:00"
"2038","3294","7","15","1985-09-05T00:00:00"
"9","3295","7","15","1985-09-05T00:00:00"
"2739","1419","7","15","1985-09-05T00:00:00"
"859","3296","7","15","1985-09-05T00:00:00"
"1","3297","7","16","1985-09-19T00:00:00"
"512","3298","7","16","1985-09-19T00:00:00"
"512","1044","7","16","1985-09-19T00:00:00"
"512","3299","7","16","1985-09-19T00:00:00"
"512","3300","7","16","1985-09-19T00:00:00"
"7","736","7","16","1985-09-19T00:00:00"
"7","736","7","16","1985-09-19T00:00:00"
"3301","3302","7","16","1985-09-19T00:00:00"
"770","3303","7","16","1985-09-19T00:00:00"
"770","3304","7","16","1985-09-19T00:00:00"
"770","3305","7","16","1985-09-19T00:00:00"
"770","3306","7","16","1985-09-19T00:00:00"
"426","3307","7","16","1985-09-19T00:00:00"
"426","3308","7","16","1985-09-19T00:00:00"
"1495","3309","7","16","1985-09-19T00:00:00"
"1495","3310","7","16","1985-09-19T00:00:00"
"1335","3311","7","16","1985-09-19T00:00:00"
"1335","3312","7","16","1985-09-19T00:00:00"
"1335","3313","7","16","1985-09-19T00:00:00"
"1335","3314","7","16","1985-09-19T00:00:00"
"3169","3081","7","16","1985-09-19T00:00:00"
"3169","3315","7","16","1985-09-19T00:00:00"
"3169","121","7","16","1985-09-19T00:00:00"
"3169","639","7","16","1985-09-19T00:00:00"
"3169","299","7","16","1985-09-19T00:00:00"
"13","3316","7","16","1985-09-19T00:00:00"
"13","3317","7","16","1985-09-19T00:00:00"
"13","3318","7","16","1985-09-19T00:00:00"
"13","3319","7","16","1985-09-19T00:00:00"
"13","3320","7","16","1985-09-19T00:00:00"
"3193","3321","7","16","1985-09-19T00:00:00"
"282","3322","7","16","1985-09-19T00:00:00"
"282","3323","7","16","1985-09-19T00:00:00"
"282","3324","7","16","1985-09-19T00:00:00"
"442","3325","7","16","1985-09-19T00:00:00"
"3326","3327","7","16","1985-09-19T00:00:00"
"3326","3327","7","16","1985-09-19T00:00:00"
"1034","3328","7","17","1985-10-03T00:00:00"
"17","3329","7","17","1985-10-03T00:00:00"
"98","17","7","17","1985-10-03T00:00:00"
"2169","2","7","17","1985-10-03T00:00:00"
"3330","3331","7","17","1985-10-03T00:00:00"
"3330","3332","7","17","1985-10-03T00:00:00"
"3330","1462","7","17","1985-10-03T00:00:00"
"3330","3333","7","17","1985-10-03T00:00:00"
"3330","3334","7","17","1985-10-03T00:00:00"
"3330","3244","7","17","1985-10-03T00:00:00"
"535","3335","7","17","1985-10-03T00:00:00"
"2096","1275","7","17","1985-10-03T00:00:00"
"2096","3336","7","17","1985-10-03T00:00:00"
"2096","3337","7","17","1985-10-03T00:00:00"
"1065","951","7","17","1985-10-03T00:00:00"
"1065","1602","7","17","1985-10-03T00:00:00"
"1065","24","7","17","1985-10-03T00:00:00"
"646","3338","7","17","1985-10-03T00:00:00"
"2715","3339","7","17","1985-10-03T00:00:00"
"2715","3339","7","17","1985-10-03T00:00:00"
"2715","3339","7","17","1985-10-03T00:00:00"
"2715","3340","7","17","1985-10-03T00:00:00"
"2715","1108","7","17","1985-10-03T00:00:00"
"2715","3341","7","17","1985-10-03T00:00:00"
"2715","3342","7","17","1985-10-03T00:00:00"
"156","3343","7","17","1985-10-03T00:00:00"
"156","1491","7","17","1985-10-03T00:00:00"
"156","3344","7","17","1985-10-03T00:00:00"
"2616","3345","7","18","1985-10-17T00:00:00"
"2616","3346","7","18","1985-10-17T00:00:00"
"173","1218","7","18","1985-10-17T00:00:00"
"173","1108","7","18","1985-10-17T00:00:00"
"1454","3347","7","18","1985-10-17T00:00:00"
"1454","3348","7","18","1985-10-17T00:00:00"
"2580","689","7","18","1985-10-17T00:00:00"
"548","3349","7","18","1985-10-17T00:00:00"
"548","3350","7","18","1985-10-17T00:00:00"
"548","3351","7","18","1985-10-17T00:00:00"
"887","3352","7","18","1985-10-17T00:00:00"
"887","836","7","18","1985-10-17T00:00:00"
"887","3352","7","18","1985-10-17T00:00:00"
"887","3353","7","18","1985-10-17T00:00:00"
"887","3352","7","18","1985-10-17T00:00:00"
"178","3354","7","18","1985-10-17T00:00:00"
"1315","3355","7","18","1985-10-17T00:00:00"
"1315","1856","7","18","1985-10-17T00:00:00"
"1315","3356","7","18","1985-10-17T00:00:00"
"1315","3357","7","18","1985-10-17T00:00:00"
"2022","1302","7","18","1985-10-17T00:00:00"
"2022","3358","7","18","1985-10-17T00:00:00"
"2022","2659","7","18","1985-10-17T00:00:00"
"13","3359","7","18","1985-10-17T00:00:00"
"13","3360","7","18","1985-10-17T00:00:00"
"13","3361","7","18","1985-10-17T00:00:00"
"13","867","7","18","1985-10-17T00:00:00"
"13","3362","7","18","1985-10-17T00:00:00"
"13","3363","7","18","1985-10-17T00:00:00"
"729","3364","7","18","1985-10-17T00:00:00"
"1159","2213","7","18","1985-10-17T00:00:00"
"99","469","7","18","1985-10-17T00:00:00"
"616","1831","7","18","1985-10-17T00:00:00"
"616","3365","7","18","1985-10-17T00:00:00"
"115","3128","7","19","1985-11-07T00:00:00"
"219","828","7","19","1985-11-07T00:00:00"
"85","3366","7","19","1985-11-07T00:00:00"
"76","2580","7","19","1985-11-07T00:00:00"
"76","43","7","19","1985-11-07T00:00:00"
"76","3367","7","19","1985-11-07T00:00:00"
"76","3368","7","19","1985-11-07T00:00:00"
"76","3369","7","19","1985-11-07T00:00:00"
"163","3370","7","19","1985-11-07T00:00:00"
"3","3371","7","19","1985-11-07T00:00:00"
"3","3372","7","19","1985-11-07T00:00:00"
"1065","3373","7","19","1985-11-07T00:00:00"
"1","1321","7","19","1985-11-07T00:00:00"
"243","3374","7","19","1985-11-07T00:00:00"
"243","3375","7","19","1985-11-07T00:00:00"
"1211","3376","7","19","1985-11-07T00:00:00"
"1495","426","7","19","1985-11-07T00:00:00"
"1495","3377","7","19","1985-11-07T00:00:00"
"1495","23","7","19","1985-11-07T00:00:00"
"1495","974","7","19","1985-11-07T00:00:00"
"1495","3378","7","19","1985-11-07T00:00:00"
"1495","3379","7","19","1985-11-07T00:00:00"
"1495","3380","7","19","1985-11-07T00:00:00"
"1495","3381","7","19","1985-11-07T00:00:00"
"1495","3382","7","19","1985-11-07T00:00:00"
"1495","794","7","19","1985-11-07T00:00:00"
"2739","1173","7","19","1985-11-07T00:00:00"
"2739","3383","7","19","1985-11-07T00:00:00"
"2739","3384","7","19","1985-11-07T00:00:00"
"38","183","7","19","1985-11-07T00:00:00"
"38","148","7","19","1985-11-07T00:00:00"
"38","3385","7","19","1985-11-07T00:00:00"
"38","3386","7","19","1985-11-07T00:00:00"
"38","3387","7","19","1985-11-07T00:00:00"
"38","580","7","19","1985-11-07T00:00:00"
"3388","2553","7","19","1985-11-07T00:00:00"
"111","3389","7","20","1985-11-21T00:00:00"
"111","3390","7","20","1985-11-21T00:00:00"
"111","344","7","20","1985-11-21T00:00:00"
"3192","1262","7","20","1985-11-21T00:00:00"
"3192","1262","7","20","1985-11-21T00:00:00"
"3192","3391","7","20","1985-11-21T00:00:00"
"3392","3393","7","20","1985-11-21T00:00:00"
"3392","3394","7","20","1985-11-21T00:00:00"
"535","3395","7","20","1985-11-21T00:00:00"
"3396","3397","7","20","1985-11-21T00:00:00"
"3396","3398","7","20","1985-11-21T00:00:00"
"3396","3399","7","20","1985-11-21T00:00:00"
"3396","3400","7","20","1985-11-21T00:00:00"
"2175","3401","7","20","1985-11-21T00:00:00"
"2175","3402","7","20","1985-11-21T00:00:00"
"3403","3404","7","20","1985-11-21T00:00:00"
"3405","3406","7","20","1985-11-21T00:00:00"
"3407","909","7","20","1985-11-21T00:00:00"
"616","90","7","20","1985-11-21T00:00:00"
"616","133","7","20","1985-11-21T00:00:00"
"616","1590","7","20","1985-11-21T00:00:00"
"616","437","7","20","1985-11-21T00:00:00"
"616","3408","7","20","1985-11-21T00:00:00"
"133","3409","7","20","1985-11-21T00:00:00"
"133","3410","7","20","1985-11-21T00:00:00"
"133","3411","7","20","1985-11-21T00:00:00"
"308","3412","7","20","1985-11-21T00:00:00"
"21","744","7","20","1985-11-21T00:00:00"
"1026","567","7","20","1985-11-21T00:00:00"
"1026","3413","7","20","1985-11-21T00:00:00"
"1","3414","7","21","1985-12-05T00:00:00"
"1","3415","7","21","1985-12-05T00:00:00"
"7","2181","7","21","1985-12-05T00:00:00"
"7","2181","7","21","1985-12-05T00:00:00"
"7","3416","7","21","1985-12-05T00:00:00"
"1988","3417","7","21","1985-12-05T00:00:00"
"1315","3418","7","21","1985-12-05T00:00:00"
"43","3419","7","21","1985-12-05T00:00:00"
"3420","3421","7","21","1985-12-05T00:00:00"
"3420","3422","7","21","1985-12-05T00:00:00"
"3420","1815","7","21","1985-12-05T00:00:00"
"3420","2789","7","21","1985-12-05T00:00:00"
"3420","167","7","21","1985-12-05T00:00:00"
"3420","3423","7","21","1985-12-05T00:00:00"
"3420","167","7","21","1985-12-05T00:00:00"
"447","3424","7","21","1985-12-05T00:00:00"
"447","1536","7","21","1985-12-05T00:00:00"
"447","3425","7","21","1985-12-05T00:00:00"
"447","3426","7","21","1985-12-05T00:00:00"
"447","3427","7","21","1985-12-05T00:00:00"
"447","99","7","21","1985-12-05T00:00:00"
"447","3428","7","21","1985-12-05T00:00:00"
"447","3428","7","21","1985-12-05T00:00:00"
"447","3429","7","21","1985-12-05T00:00:00"
"447","3430","7","21","1985-12-05T00:00:00"
"447","3431","7","21","1985-12-05T00:00:00"
"447","3432","7","21","1985-12-05T00:00:00"
"447","3433","7","21","1985-12-05T00:00:00"
"447","3434","7","21","1985-12-05T00:00:00"
"447","2810","7","21","1985-12-05T00:00:00"
"447","3435","7","21","1985-12-05T00:00:00"
"447","3436","7","21","1985-12-05T00:00:00"
"3437","352","7","21","1985-12-05T00:00:00"
"350","3438","7","21","1985-12-05T00:00:00"
"392","3439","7","21","1985-12-05T00:00:00"
"392","3440","7","21","1985-12-05T00:00:00"
"392","3441","7","21","1985-12-05T00:00:00"
"392","3442","7","21","1985-12-05T00:00:00"
"392","3443","7","21","1985-12-05T00:00:00"
"392","3444","7","21","1985-12-05T00:00:00"
"2081","3445","7","21","1985-12-05T00:00:00"
"2964","88","7","21","1985-12-05T00:00:00"
"2964","1258","7","21","1985-12-05T00:00:00"
"2964","3446","7","21","1985-12-05T00:00:00"
"2964","3447","7","21","1985-12-05T00:00:00"
"3169","350","7","21","1985-12-05T00:00:00"
"3169","350","7","21","1985-12-05T00:00:00"
"3169","3437","7","21","1985-12-05T00:00:00"
"3169","1833","7","21","1985-12-05T00:00:00"
"3169","3448","7","21","1985-12-05T00:00:00"
"3449","3450","7","21","1985-12-05T00:00:00"
"3449","3450","7","21","1985-12-05T00:00:00"
"3449","3450","7","21","1985-12-05T00:00:00"
"3449","3450","7","21","1985-12-05T00:00:00"
"3449","3451","7","21","1985-12-05T00:00:00"
"2361","3452","7","22","1985-12-19T00:00:00"
"2361","3453","7","22","1985-12-19T00:00:00"
"2361","3453","7","22","1985-12-19T00:00:00"
"260","3454","7","22","1985-12-19T00:00:00"
"260","3455","7","22","1985-12-19T00:00:00"
"260","3456","7","22","1985-12-19T00:00:00"
"260","3457","7","22","1985-12-19T00:00:00"
"260","3458","7","22","1985-12-19T00:00:00"
"3069","3459","7","22","1985-12-19T00:00:00"
"21","730","7","22","1985-12-19T00:00:00"
"3460","217","7","22","1985-12-19T00:00:00"
"3460","2782","7","22","1985-12-19T00:00:00"
"199","1267","7","22","1985-12-19T00:00:00"
"199","3461","7","22","1985-12-19T00:00:00"
"2462","971","7","22","1985-12-19T00:00:00"
"2462","1490","7","22","1985-12-19T00:00:00"
"1037","3462","7","22","1985-12-19T00:00:00"
"3463","3464","7","22","1985-12-19T00:00:00"
"3463","3465","7","22","1985-12-19T00:00:00"
"2580","3466","7","22","1985-12-19T00:00:00"
"2580","3467","7","22","1985-12-19T00:00:00"
"2580","3468","7","22","1985-12-19T00:00:00"
"2580","3469","7","22","1985-12-19T00:00:00"
"2580","3470","7","22","1985-12-19T00:00:00"
"2580","3470","7","22","1985-12-19T00:00:00"
"2992","3471","7","22","1985-12-19T00:00:00"
"2992","3472","7","22","1985-12-19T00:00:00"
"2992","3473","7","22","1985-12-19T00:00:00"
"2992","3474","7","22","1985-12-19T00:00:00"
