"id","label"
"2456","Paul Levinson"
"2457","Roger Sperry"
"2458","R.B. McConnell"
"2459","Kenneth Blackwell, Andrew Brink, Nicholas Griffin, Richard Rempel and John Slater"
"2460","Julietta Harvey"
"2461","Nicholas Gage"
"2462","John Campbell"
"2463","Stefan Collini, Donald Winch and John Burrow"
"2464","A.J. Engel"
"2465","David Starkey"
"2466","DeLloyd Guth and John McKenna"
"2467","Robert William Fogel and G.R. Elton"
"2468","Michael Riffaterre, translated by Terese Lyons"
"2469","Philippe Sollers, edited by David Hayman, translated by Philip Barnard"
"2470","Paul Fry"
"2471","Paul de Man, edited by Wlad Godzich"
"2472","Mark Krupnick"
"2473","Susan Rubin Suleiman"
"2474","Roman Polanski"
"2475","Joyce Johnson"
"2476","Jay Landesman and G. Legman"
"2477","Gerald Nicosia"
"2478","James Barr"
"2479","Edmund Leach and D. Alan Aycock"
"2480","Denton Fox"
"2481","William Laughton Lorimer"
"2482","J. Derrick McClure"
"2483","George Walden"
"2484","Alan Bullock"
"2485","Charles Johnston and Kyril Fitzlyon"
"2486","George Dekker"
"2487","Ferdinand de Saussure, translated by Roy Harris"
"2488","Sandor Hervey"
"2489","Robert Alan Jamieson"
"2490","Raymond Carver"
"2491","Paul Bowles"
"2492","Vernon Scannell"
"2493","John Masters"
"2494","R.M. Lamming"
"2495","David Wurtzel"
"2496","Eva Bolgar"
"2497","Stephen Knight"
"2498","Larry Gurwin"
"2499","James Atlas"
"2500","James Hart"
"2501","Marshall Walker"
"2502","Jacques Derrida, translated by Alan Bass"
"2503","Andrew Hodges"
"2504","Gillian Beer"
"2505","Jonathan Barnes"
"2506","G.E.R. Lloyd"
"2507","Alexander Todd"
"2508","Sean MacBride"
"2509","Amnon Kapeliouk"
"2510","John Bulloch"
"2511","David Gilmour"
"2512","Jonathan Randal"
"2513","Tony Clifton and Catherine Leroy"
"2514","Salim Nassib, Caroline Tisdall and Chris Steele-Perkins"
"2515","Alan Donagan"
"2516","Robert Conot"
"2517","Ann Tusa and John Tusa"
"2518","Dervla Murphy"
"2519","Margery Perham, edited by A.H.M. Kirk-Greene"
"2520","Trevor Fishlock"
"2521","Lucy Irvine"
"2522","Quentin Crewe"
"2523","Donat Gallagher"
"2524","Iona Opie and Peter Opie"
"2525","Michelene Wandor"
"2526","Marge Piercy"
"2527","Keith Sagar"
"2528","Ted Hughes and Peter Keen"
"2529","Ronald Aronson"
"2530","Gavin Kitching"
"2531","Alec Nove"
"2532","Paul Whiteley"
"2533","John Willett"
"2534","John Carswell"
"2535","Sylvia Clayton"
"2536","I. Szelenyi"
"2537","Philip Larkin"
"2538","Mark Kinkead-Weekes and Ian Gregor"
"2539","Margery Morgan"
"2540","A.M. Gibbs"
"2541","Lesley Blanch"
"2542","Earl Miner"
"2543","Shuichi Kato, translated by David Chibbett"
"2544","Shuichi Kato, translated by Don Sanderson"
"2545","Donald Keene"
"2546","Makoto Ueda"
"2547","Edward Seidensticker"
"2548","M.L. Ryder"
"2549","James Wilcox"
"2550","Sven Delblanc, translated by Paul Britten Austin"
"2551","Dudley St John Magnus"
"2552","Alexei Sayle"
"2553","William Donaldson"
"2554","Judith Stacey"
"2555","Deborah Davis-Friedmann"
"2556","Carole Haber"
"2557","Alasdair Clayre"
"2558","Roderick MacFarquhar"
"2559","Liang Heng and Judith Shapiro"
"2560","William Hinton"
"2561","Dennis Bloodworth"
"2562","John Fairbank"
"2563","Erwin Wickert"
"2564","Steve Ellis"
"2565","William Anderson"
"2566","Mark Musa"
"2567","Charles Singleton"
"2568","Robert Fitzgerald"
"2569","Roger Jones and Nicholas Penny"
"2570","Paul Joannides"
"2571","J.A. Gere and Nicholas Turner"
"2572","Edgar Wind, edited by Jaynie Anderson"
"2573","Michel Leiris, translated by John Weightman"
"2574","Frances Spalding"
"2575","Judith Collins"
"2576","Edward James, edited by George Melly"
"2577","Howard Hibbard"
"2578","S.J. Freedberg"
"2579","Richard Spear"
"2580","Nicholas Spice"
"2581","Michel Tournier, translated by Barbara Wright"
"2582","Gail Godwin"
"2583","Lisa Zeidner"
"2584","Wendy Law-Yone"
"2585","Gregor von Rezzori, translated by Joachim Neugroschel"
"2586","Edward Limonov, translated by S.L. Campbell"
"2587","Kenneth Morgan"
"2588","Desmond Rice and Arthur Gavshon"
"2589","Geoffrey Underwood"
"2590","Richard Hyman"
"2591","J.W. Durcan, W.E.J. McCarthy and G.P. Redman"
"2592","Peggy Kahn, Norman Lewis, Rowland Livock and Paul Wiles"
"2593","Robert Rhodes James"
"2594","Ann Thwaite"
"2595","Hugh Brogan"
"2596","Arthur Ransome, introduced by Rupert Hart-Davis"
"2597","Catherine Kerrigan"
"2598","Harvey Oxenhorn"
"2599","Hugh MacDiarmid and Alan Bold"
"2600","Alan Bold"
"2601","Kenneth Buthlay"
"2602","Alan Bold, Bob Dewar, Iain McIntosh and Rodger McPhail"
"2603","Gordon Huelin"
"2604","Joachim du Bellay, translated by C.H. Sisson"
"2605","Sissela Bok"
"2606","John Robson and Jack Stillinger"
"2607","David McNee"
"2608","David Smith"
"2609","Stephen Small"
"2610","David Smith and Jeremy Gray"
"2611","Robert Plunket"
"2612","Dorothy Thompson"
"2613","Gareth Stedman Jones"
"2614","Nicholas Wade"
"2615","Angus Calder and Dorothy Sheridan"
"2616","John Barber"
"2617","Zhores Medvedev"
"2618","Jonathan Steele and Eric Abraham"
"2619","Michael Binyon"
"2620","Martin McCauley"
"2621","Vladimir Solovyov and Elena Klepikova, translated by Guy Daniels"
"2622","Andrew Cockburn"
"2623","John Erickson"
"2624","Natalie Davis, Jean-Claude Carrière and Daniel Vigne"
"2625","Natalie Davis"
"2626","Roger Magraw"
"2627","J.T. Cliffe"
"2628","Margaret Steig"
"2629","Patricia Caldwell"
"2630","C.M. Dent"
"2631","John Dwyer, Roger Mason and Alexander Murdoch"
"2632","R.H. Campbell and A.S. Skinner"
"2633","David Raynor"
"2634","Irma Lustig and Frederick Pottle"
"2635","Christina Bewley"
"2636","Tom Dunne"
"2637","Marianne Elliott"
"2638","John Bowman"
"2639","Paul Bew and Henry Patterson"
"2640","Donald Moggridge"
"2641","Alan Coddington"
"2642","John Eatwell and Murray Milgate"
"2643","Murray Milgate"
"2644","François Crouzet, translated by Anthony Forster"
"2645","R.C.O. Matthews, C.H. Feinstein and J.C. Odling-Smee"
"2646","Peter Mathias"
"2647","David Allen"
"2648","Miriam Rothschild"
"2649","John Collee"
"2650","Norman Lewis"
"2651","Ilya Prigogine and Isabelle Stengers"
"2652","Ian Hacking"
"2653","Jonathan Glover"
"2654","Abraham Pais"
"2655","Heinz Pagels"
"2656","Jonathan Powers"
"2657","Gerald Holton and Yehuda Elkana"
"2658","Zdzislaw Najder, translated by Halina Carroll-Najder"
"2659","John Hall"
"2660","Andrew Wright"
"2661","F.P. Lock"
"2662","J.A. Downie"
"2663","D.M. Palliser"
"2664","R.B. Wernham"
"2665","Garrett Mattingly"
"2666","Ian Cowan and Duncan Shaw"
"2667","Daniel Eilon"
"2668","Alasdair Gray"
"2669","Snoo Wilson"
"2670","Edward Fenton"
"2671","Colin Turnbull"
"2672","Jan Lewis"
"2673","Dickinson Adams"
"2674","Judith Martin"
"2675","Robert Giroux"
"2676","A.K. Bowman and J.D. Thomas"
"2677","Robert Wilken"
"2678","Wayne Meeks"
"2679","Naphtali Lewis"
"2680","Anthony Grafton"
"2681","Alexander Haig"
"2682","Georg Lukacs, edited by Istvan Eörsi"
"2683","Agnes Heller"
"2684","Lee Congdon"
"2685","John Stevenson"
"2686","Beatrix Campbell"
"2687","Bernard Benstock"
"2688","William Nolan"
"2689","Diane Johnson"
"2690","Bernard Dick"
"2691","Douglas Jefferson and Graham Martin"
"2692","Tadeusz Rozewicz, translated by Adam Czerniawski"
"2693","Pablo Neruda, translated by Margaret Sayers Peden"
"2694","Leopold Staff, translated by Adam Czerniawski"
"2695","John Carvel"
"2696","Kevin Cahill"
"2697","Richard Fisher"
"2698","Kit Mouat"
"2699","Joanna Colenbrander"
"2700","Edna Salamon"
"2701","Alice Schwarzer, translated by Marianne Howarth"
"2702","Jean-Paul Sartre, edited by Simone de Beauvoir"
"2703","Tom Regan"
"2704","R.G. Frey"
"2705","Derek Parfit"
"2706","Miriam Slater"
"2707","Milan Kundera, translated by Henry Heim"
"2708","Denis Johnson"
"2709","Ellen Galford"
"2710","J.B. Priestley"
"2711","Charlie Pye-Smith and Chris Rose"
"2712","Bill Brandt"
"2713","Joan Littlewood"
"2714","Jean MacGibbon"
"2715","Michael Church"
"2716","Russell Baker"
"2717","George Melly"
"2718","Hallam Tennyson"
"2719","Oliver Sacks"
"2720","Helen Vendler"
"2721","Anatole Kaletsky"
"2722","Michael Moffitt"
"2723","William Cline"
"2724","Richard Dale and Richard Mattione"
"2725","A.L. Rowse"
"2726","J.A. Cole"
"2727","Gordon Burn"
"2728","Carole Angier"
"2729","Francis Wyndham and Diana Melly"
"2730","Alec McCowen"
"2731","Peter Taylor"
"2732","Matthew Coady"
"2733","Michael Cockerell and David Walker"
"2734","Ramesh Mishra"
"2735","Lord Rothschild"
"2736","Jeffrey Moussaieff Masson"
"2737","Anthony West"
"2738","Daphne Bennett"
"2739","Conrad Russell"
"2740","Elizabeth Wirth Marvick"
"2741","J.H. Elliott"
"2742","Meredith Raymond and Mary Rose Sullivan"
"2743","Kathleen Blake"
"2744","Ian Anstruther"
"2745","George Mackay Brown"
"2746","David Malouf"
"2747","Malcolm Bowie"
"2748","Erich Heller"
"2749","Jessica Mitford"
"2750","David Yallop"
"2751","Ernst Bammel and C.F.D. Moule"
"2752","Hilary Spurling"
"2753","David Cecil"
"2754","John Goldsmith"
"2755","Stephen Kern"
"2756","David Landes"
"2757","James Gribble"
"2758","Geoffrey Thurley"
"2759","Donald Davidson"
"2760","Fred Kaplan"
"2761","Phyllis Rose"
"2762","G.B. Tennyson"
"2763","Donald Rayfield"
"2764","Joseph Frank"
"2765","Fyodor Dostoevsky and Ignat Avsey"
"2766","Anne Sofer"
"2767","David Butler and Dennis Kavanagh"
"2768","Michael Crick"
"2769","Tony Gould"
"2770","Mary Lago and P.N. Furbank"
"2771","D.W. Harding"
"2772","L.H. Myers"
"2773","Renata Adler"
"2774","Walter Kendrick"
"2775","Isaac Bashevis Singer, translated by Joseph Singer"
"2776","Simon Brett"
"2777","Her Majesty"
"2778","Gary Shapiro and Alan Sica"
"2779","Jean-Francois Lyotard, translated by Geoff Bennington, Brian Massumi and Fredric Jameson"
"2780","William Ray"
"2781","J.M. Bernstein"
"2782","Raman Selden"
"2783","A.M. Khazanov, translated by Julia Crookenden"
"2784","Henry Munson"
"2785","Judith Modell"
"2786","Douglas Wass"
"2787","Percy Hoskins"
"2788","G. Wilson Knight"
"2789","Richard Little Purdy and Michael Millgate"
"2790","Michael Rose"
"2791","Sebastian Faulks"
"2792","Victor Sage"
"2793","Barbara Pym, edited by Hazel Holt and Hilary Pym"
"2794","Polly Longsworth"
"2795","Anne Olivier Bell and Andrew McNeillie"
"2796","Angelica Garnett"
"2797","Steven Aronson"
"2798","Ethan Mordden"
"2799","Christopher Andrew and David Dilks"
"2800","Necati Ertekun"
"2801","David Bromwich"
"2802","Peter Marshall"
"2803","J.G. Ballard"
"2804","Alexander Bogdanov, translated by Charles Rongle, edited by Loren Graham and Richard Stites"
"2805","John Heath-Stubbs and Phillips Salman"
"2806","Amy Clampitt"
"2807","Philip Gross"
"2808","Medbh McGuckian"
"2809","Selima Hill"
"2810","Liz Lochhead"
"2811","James Berry"
"2812","E.A. Markham"
"2813","C.L.R. James"
"2814","Hugh O’Shaughnessy"
"2815","Anthony Payne, Paul Sutton and Tony Thorndike"
"2816","Robert Harris"
"2817","G.M.F. Drower"
"2818","Ghita Ionescu"
"2819","Evelyn Fox Keller"
"2820","S.E. Luria"
"2821","R.D.S. Jack and R.J. Lyall"
"2822","James Joyce, edited by Hans Walter Gabler, Wolfhard Steppe and Claus Melchior"
"2823","Richard Ellmann"
"2824","Neil Rennie"
"2825","G.P. Baker and P.M.S. Hacker"
"2826","Diana Rose"
"2827","Rosie Boycott"
"2828","Carlos Franqui, translated by Alfred MacAdam"
"2829","G. Cabrera Infante, translated by Suzanne Levine"
"2830","Jonathan Gathorne-Hardy"
"2831","Marlene Boskind-White and William White"
"2832","Stanley Adams"
"2833","Milton Silverman, Philip Lee and Mia Lydecker"
"2834","Gary Gereffi"
"2835","Georges Simenon, translated by Harold Salemson"
"2836","Jurgen Habermas, translated by Thomas McCarthy"
"2837","James Michie"
"2838","Jeremy Reed"
"2839","Des Wilson, foreword by David Steel"
"2840","H.G. Wells"
"2841","G.P. Wells"
"2842","J.R. Hammond"
"2843","Elizabeth Ramsden Eames and Kenneth Blackwell"
"2844","Jerry Fodor"
"2845","William James, introduced by George Miller"
"2846","Jacques Barzun"
"2847","Howard Feinstein"
"2848","William James, edited by Frederick Burkhardt and Fredson Bowers"
"2849","Barbara Harford and Sarah Hopkins"
"2850","S.I. Benn and G.F. Gaus"
"2851","Jean Bethke Elshtain"
"2852","Mary Midgley and Judith Hughes"
"2853","Alan Ryan"
"2854","Norman Gash"
"2855","Michael Howard"
"2856","Donald Weinstein and Rudolph Bell"
"2857","Frank Barlow"
"2858","Benedicta Ward"
"2859","R.M. Burns"
"2860","Noel Malcolm"
"2861","Thomas Hobbes, edited by Howard Warrender"
"2862","Derick Thomson"
"2863","Charles Camic"
"2864","Billy Kay and Cailean Maclean"
"2865","R.D. Anderson"
"2866","Gordon Brown and Robin Cook"
"2867","Istvan Hont and Michael Ignatieff"
"2868","Alastair Fowler"
"2869","Cairns Craig"
"2870","Ian Jack"
"2871","A. Norman Jeffares"
"2872","David Hooper"
"2873","Alan Montefiore"
"2874","Tzvetan Todorov, translated by R. Carter"
"2875","Michel Foucault"
"2876","Hubert Dreyfus and Paul Rabinow"
"2877","Paul Rabinow"
"2878","Karlis Racevskis"
"2879","Pamela Major-Poetzl"
"2880","Charles Lemert and Garth Gillan"
"2881","Barry Smart"
"2882","Christina Lodder"
"2883","Peter Stachura"
"2884","Conan Fischer"
"2885","Michael Kater"
"2886","Eve Rosenhaft"
"2887","Richard Wagner, translated by Andrew Gray, edited by Mary Whittall"
"2888","Friedrich Nietzsche, translated by R.J. Hollingdale, introduced by J.P. Stern"
"2889","Martin von Amerongen"
"2890","Jonathan Rée"
"2891","J.M. Winter"
"2892","Henry Pelling"
"2893","Christopher Hampton"
"2894","John Bohstedt"
"2895","Margaret Jacob and James Jacob"
"2896","Roger Wells"
"2897","Joel Wiener"
"2898","Robert Dozier"
"2899","William Kennedy"
"2900","Anita Desai"
"2901","Lawrence Stone and Jeanne Fawtier Stone"
"2902","John Lesch"
"2903","Dorinda Outram"
"2904","Diana Gould"
"2905","Jean Carr, introduced by Jane Ewart-Biggs"
"2906","William Roger Louis"
"2907","Christopher Allsopp"
"2908","Michael Young and Marianne Rigge"
"2909","Adrian Ellis and Krishan Kumar"
"2910","Leo Steinberg"
"2911","Bob Haak"
"2912","Howard Jacobson"
"2913","David Vaisey"
"2914","Eric Robinson"
"2915","Anne Tibble"
"2916","Margaret Grainger"
"2917","George Deacon"
"2918","Magnus Linklater, Isabel Hilton and Neal Ascherson"
"2919","Claudine Vegh"
"2920","Lisanne Radice"
"2921","Les Garner"
"2922","Sheila Fletcher"
"2923","Elizabeth Roberts"
"2924","Keith Griffin"
"2925","William Shawcross"
"2926","Jonathan Guinness and Catherine Guinness"
"2927","Martha Vogeler"
"2928","Jonathan Bate"
"2929","Jon Stallworthy"
"2930","Charles Causley"
"2931","Yevgeny Yevtushenko, translated by Antonia Bovis"
"2932","Vassily Aksyonov, translated by Michael Glenny"
"2933","T.C. Worsley"
"2934","Thomas Savage"
"2935","Roger Sharrock"
"2936","Quentin Falk"
"2937","Marie-Françoise Allain"
"2938","Michael Wilson"
"2939","Terry Friedman"
"2940","Dorothy Stroud"
"2941","Warren Kimball"
"2942","E.E. Duncan-Jones"
"2943","Hugh Carey"
"2944","Denys Thompson"
"2945","Chris Baldick"
"2946","G. Singh"
"2947","Emyr Humphreys"
"2948","Dai Smith"
"2949","Gertrude Himmelfarb"
"2950","J. Kent Clark"
"2951","Thomas Pynchon"
"2952","Ann Barr and Paul Levy"
"2953","Elizabeth David"
"2954","Alice Waters, foreword by Jane Grigson"
"2955","Richard Eales"
"2956","James Boulton and Andrew Robertson"
"2957","Sean Hignett"
"2958","Ian Gilmour and David Gilmour"
"2959","Joan Peters"
"2960","Theodore Hoppen"
"2961","Charles Chenevix Trench"
"2962","Patrick MacGill"
"2963","Charles Morgan"
"2964","Patrick Parrinder"
"2965","Frederick Seidel"
"2966","David Harsent"
"2967","Jaroslav Seifert and Ewald Osers"
"2968","Jean-Paul Sartre and Quentin Hoare"
"2969","A.B. Yehoshua, translated by Hillel Halkin"
"2970","Budd Schulberg"
"2971","Barnet Litvinoff"
"2972","Naomi Shepherd"
"2973","David Leitch"
"2974","Margaret Lesser"
"2975","Suzanne Graver"
"2976","Henry Porter"
"2977","David Ayerst"
"2978","Logan Gourlay"
"2979","John Ryle"
"2980","Brian Masters"
"2981","Pickles"
"2982","Gilbert Herdt"
"2983","David Widgery"
"2984","Ray Coleman"
"2985","Yoko Ono"
"2986","Patricia Bosworth"
"2987","Howard Nemerov"
"2988","Josephine Ross"
"2989","Anne Knight and Zandra Rhodes"
"2990","Peter York"
"2991","Robin Tolmach Lakoff and Raquel Scherr"
"2992","Hugh Barnes"
"2993","Beryl Reid"
"2994","Candice Bergen"
"2995","Maurice Keen"
"2996","Eugène Vinaver"
"2997","Philippe Contamine, translated by Michael Jones"
"2998","John Gillingham and J.C. Holt"
"2999","Michael Burleigh"
"3000","Franco Venturi"
"3001","James Miller"
"3002","R.J. Berry"
"3003","Jeremy Cherfas and John Gribbin"
"3004","Oliver O’Donovan"
"3005","Louis Heller, Alexander Humez and Malcah Dror"
"3006","Bill Bryson"
"3007","Joseph Shipley"
"3008","Eric Partidge and Paul Beale"
"3009","Una Woods"
"3010","Alice Adams"
"3011","Frank Tuohy"
"3012","Clarice Lispector, translated by Gregory Rabassa"
"3013","Clarice Lispector and Giovanni Pontiero"
"3014","Danilo Kis, translated by William Hannaher"
"3015","Jerome Hamilton Buckley"
"3016","A.O.J. Cockshut"
"3017","Alan Brinkley"
"3018","Hedley Bull"
"3019","Shaul Bakhash"
"3020","Hossein Bashiriyeh"
"3021","Evelyn Waugh"
"3022","Anthony Mockler"
"3023","Mark Bonham-Carter"
"3024","Colin Brown"
"3025","David Norbrook"
"3026","Jocelyn Powell"
"3027","Martin Butler"
"3028","David Lindley"
"3029","Jane Howard"
"3030","Mary Catherine Bateson"
"3031","Rozsika Parker"
"3032","Paul Thompson, Tony Wailey and Trevor Lummis"
"3033","Angela John"
"3034","Caryl Phillips"
"3035","Paule Marshall"
"3036","David Craig"
"3037","Michael Parnell"
"3038","Ruth Rendell"
"3039","Ben Pimlott"
"3040","Pamela Horn"
"3041","James Cronin"
"3042","Jane Lewis"
"3043","Norman Macrae"
"3044","Julian Simon and Herman Kahn"
"3045","Denis Dutton"
"3046","Nelson Goodman"
"3047","B.R. Tilghman"
"3048","Robert Rosenblum and H.W. Janson"
"3049","Charles Rosen and Henri Zerner"
"3050","Lorenz Eitner"
"3051","Paul Cummings, Jorn Merkert and Claire Stoullig"
"3052","William Seitz"
"3053","Dore Ashton"
"3054","Janet Cox-Rearick"
"3055","Richard Cavendish"
"3056","Ellic Howe"
"3057","Liz Greene"
"3058","Wendy Doniger O’Flaherty"
"3059","Alan Bleakley"
"3060","Josef Skvorecky, translated by Paul Wilson"
"3061","Patricia Angadi"
"3062","Bel Mooney"
"3063","Gwynne Lewis and Colin Lucas"
"3064","Maurice Hutt"
"3065","Colin Jones"
"3066","Michael De-la-Noy"
"3067","Jerrold Northrop Moore"
"3068","E. Wulstan Atkins"
"3069","Jonathan Steele"
"3070","Raymond Bonner"
"3071","Clive Ponting"
"3072","Norman Kelvin"
"3073","K.K. Ruthven"
"3074","Juliet Mitchell"
"3075","Verena Andermatt Conley"
"3076","Robyn Rowland"
"3077","Joel Schwartz"
"3078","Peter Robinson"
"3079","Vladimir Nabokov, translated by Dmitri Nabokov"
"3080","E.L. Doctorow"
"3081","David Hughes"
"3082","John Milne"
"3083","Jonathan Haslam"
"3084","E.H. Carr, edited by Tamara Deutscher"
"3085","Harvey Kaye"
"3086","Robert Cecil"
"3087","Roberta Goren"
"3088","Isaac Deutscher and David King"
"3089","M.R.D. Foot"
"3090","John Strawson"
"3091","Michael Wharton"
"3092","Gillian Sutherland and Stephen Sharp"
"3093","Lillian Faderman"
"3094","Kevin Brownlow"
"3095","David Robinson"
"3096","Richard Peace"
"3097","Michael Scammell"
"3098","Richard Brown"
"3099","Fritz Senn, edited by John Paul Riquelme"
"3100","Derek Attridge and Daniel Ferrer"
"3101","Adolf Grünbaum"
"3102","Peter Barham"
"3103","Yi-Fu Tuan"
"3104","P.H. Newby"
"3105","Ronald Finucane"
"3106","Jean Tulard, translated by Teresa Waugh"
"3107","Philip Longworth"
"3108","Erik Lee Preminger"
"3109","Kit Fraser"
"3110","Jim Perrin"
"3111","Siegfried Sassoon, edited by Rupert Hart-Davis"
"3112","Nigel Blake and Kay Pole"
"3113","Ken Coates"
"3114","Garrett Stewart"
"3115","Barbara Hardy"
"3116","K.C. Phillipps"
"3117","Alan Milward"
"3118","Gerald Fleming"
"3119","Eberhard Jäckel"
"3120","Matthias Schmidt, translated by Joachim Neugroschel"
"3121","Furio Colombo, translated by Kristin Jarrat"
"3122","Leo Ribuffo"
"3123","W.J. West"
"3124","Michael Foley"
"3125","David Jones"
"3126","Sam Shepard"
"3127","Wim Wenders and Sam Shepard"
"3128","Daniel Aaron"
"3129","Eudora Welty, introduced by Helen McNeil"
"3130","Eudora Welty"
"3131","Peggy Whitman Prenshaw"
"3132","Bruce Bawer"
"3133","James Mellow"
"3134","Susan Cheever"
"3135","Betty Wood"
"3136","Maldwyn Jones"
"3137","Charles Brown Tindall"
"3138","Rupert Wilkinson"
"3139","Alan Hill"
"3140","Robert Gittings and Jo Manton"
"3141","William Wordsworth, edited by Jonathan Wordsworth"
"3142","James Kelman, Agnes Owens and Alasdair Gray"
"3143","Harriet Doerr"
"3144","David Leavitt"
"3145","Christopher Sinclair-Stevenson"
"3146","Dorothy Farnan"
"3147","Francis Wyndham"
"3148","Anna Ford"
"3149","John Cleland, edited by Peter Sabor"
"3150","Frederick Burkhardt and Sydney Smith"
"3151","John Langdon Brooks"
"3152","James Reeve Pusey"
"3153","Graham Smith"
"3154","David Rees"
"3155","Olaf Groehler"
"3156","Suh Ji-moon"
"3157","Suzy Kalter"
"3158","Alan Alda and Arlene Alda"
"3159","Robert Cassen"
"3160","Prue Shaw"
"3161","Nicholas Mann"
"3162","Kenelm Foster"
"3163","Peter Makin"
"3164","Christine Froula"
"3165","Peter Nicholls"
"3166","Mario Vargas Llosa and Helen Lane"
"3167","Elizabeth Jolley"
"3168","Don Bloch"
"3169","Patricia Craig"
"3170","Robert Leeson"
"3171","Jonathan Cott"
"3172","Mike Selvey"
"3173","E.W. Swanton"
"3174","John Woodcock"
"3175","Geoffrey Hattersley-Smith, translated by Ellen Johanne McGhie"
"3176","Asa Briggs"
"3177","Ronald Milo"
"3178","Brian Pippard"
"3179","A.N. Whitehead"
"3180","Sidney Greenbaum"
"3181","Robert Burchfield"
"3182","Randolph Quirk, Sidney Greenbaum, Geoffrey Leech and Jan Svartvik"
"3183","John Silverlight"
"3184","Philip Thody, Howard Evans and Gwilym Rees"
"3185","Walter Redfern"
"3186","Ludovic Kennedy"
"3187","Huw Beynon"
"3188","Bob Fine and Robert Millar"
"3189","Roy Ottey"
"3190","Alex Callinicos and Mike Simons"
"3191","Peter Pulzer"
"3192","Julian Critchley"
"3193","Arthur Gavshon"
"3194","Alberto Coll and Anthony Arend"
"3195","John Terraine"
"3196","Martin Middlebrook and Chris Everitt"
"3197","Charles Whiting"
"3198","Douglas Botting"
"3199","Robin Cross"
"3200","Patrick Mayhew"
"3201","Victor Selwyn"
"3202","Bert Hardy"
"3203","Max Hastings and George Stevens"
"3204","Peter Robb"
"3205","Sander Gilman"
"3206","Uwe Henrik Peters, translated by Beatrice Smedley"
"3207","Victor Lowe"
"3208","David Wong"
"3209","James Fishkin"
"3210","Louis Crompton"
"3211","Kent Haruf"
"3212","Hilary Bailey"
"3213","Jane Ellison"
"3214","Ellen Gilchrist"
"3215","Stephen Ambrose"
"3216","Robert Griffith"
"3217","Norman Longmate"
"3218","Jeremy Hawthorn"
"3219","C.J. Koch"
"3220","Roberto Mangabeira Unger"
"3221","Walter Burkert, translated by John Raffan"
"3222","John Romer"
"3223","Donald Redford"
"3224","Roy McMullen"
"3225","George Shackelford"
"3226","Götz Adriani"
"3227","Rémy de Saisselin"
"3228","Sarah Walden"
"3229","Leo Marx"
"3230","William Pritchard"
"3231","Ryszard Kapuściński, translated by William Brand"
"3232","Anthony Parsons"
"3233","William Sullivan"
"3234","George McGhee"
"3235","Denis Wright"
"3236","Jonathan Dollimore and Alan Sinfield"
"3237","John Drakakis"
"3238","S. Schoenbaum"
"3239","R.A. Foakes"
"3240","E.A.J. Honigmann"
"3241","E.P. Thompson and Ben Thompson"
"3242","Richard Norton-Taylor"
"3243","Judith Cook"
"3244","Barry Stroud"
"3245","J.M.F. Hunter"
"3246","A.S. Byatt"
"3247","Robert Walshe"
"3248","Marguerite Yourcenar, translated by Arthur Goldhammer"
"3249","Marguerite Yourcenar, translated with the author Richard Howard"
"3250","Marguerite Yourcenar, translated with the author Walter Kaiser"
"3251","Marguerite Yourcenar, translated with the author Grace Frick"
"3252","Peter Bowles"
"3253","James Lasdun"
"3254","Nobuko Albery"
"3255","Elizabeth Mavor"
"3256","W. Somerset Maugham, edited by John Whitehead"
"3257","Jill Neville"
"3258","Joan Wyndham"
"3259","Sylvia Kantaris"
"3260","Richard Langhorne"
"3261","Kazuo Ishiguro"
"3262","John David Morley"
"3263","Yukio Mishima"
"3264","Henry Scott Stokes"
"3265","Lewis Coser"
"3266","Mark Francis"
"3267","Marsha Rozenblit"
"3268","P.E. Easterling and B.M.W. Knox"
"3269","Peter Levi"
"3270","Alvin Sullivan"
"3271","Anthony Blond"
"3272","Sergei Eisenstein, translated by Herbert Marshall"
"3273","Robert Ray"
"3274","Jim Hillier"
"3275","Gavin Millar"
"3276","Nestor Almendros, translated by Rachel Phillips Belash"
"3277","Philip Brockbank"
"3278","Anthony Sher"
"3279","Miroslav Holub, translated by Ewald Osers"
"3280","Isabel Allende, translated by Magda Bogin"
"3281","Gloria Naylor"
"3282","Constantine Phipps"
"3283","Amos Oz, translated by Hillel Halkin"
"3284","Geoffrey Wheatcroft"
"3285","W.J. McCormack"
"3286","Gerald Dawe and Edna Longley"
"3287","Hubert Butler"
"3288","M. Ageyev, translated by Michael Henry Heim"
"3289","Catherine Arnott"
"3290","Elmore Leonard"
"3291","J.K. Mayo"
"3292","T.M. Scanlon"
"3293","Michael Walzer"
"3294","Bruce Vermazen and Merrill Hintikka"
"3295","R.J. Delahunty"
"3296","Eric Roll"
"3297","Vasily Grossman, translated by Robert Chandler"
"3298","Alec Cairncross"
"3299","Martin Holmes"
"3300","Elizabeth Durbin and Roy Hattersley"
"3301","Dudley Young"
"3302","Henry Miller"
"3303","Ralph Kirkpatrick"
"3304","Peter Williams"
"3305","Jonathan Keates"
"3306","Stephen Banfield"
"3307","Richard Humphreys"
"3308","Omar Pound and A. Walton Litz"
"3309","William Keach"
"3310","André Maurois and Ella D’Arcy"
"3311","Geoffrey Sill"
"3312","Laura Curtis"
"3313","Ian Bell"
"3314","Maximillian Novak"
"3315","Daniel Green"
"3316","Deo Ramprakash"
"3317","Lester Brown"
"3318","Tony Osman"
